batch_id,batch_name,relative_path,rationale
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.4 ABM Unload Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.5 ABM Defect Tracking.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.1 Ursa Inspection Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.2 URSA BOAT PM.xls,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.1 TIERCON GP12.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.2 Tiercon Wings labels.docx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/DAILY UPDATE 8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Daily Inventory Report 8.21.2025 - PRODUCTION.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.1 Jac Products Inspection form.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.2 Jac GP12.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.3 Jac Defect tracking sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.1 MSSC assembly Inspection and Testing.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.2 MSSC powderline offline Inspection and Testing.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.3 MSSC Powderline Offline  Defect Tracking Sheet.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.1 TAKUMI GP-12.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.2 TAKUMI E-Coat Inspection.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.3 Takumi Kanban Tracker.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.1 Ultrafit Inspect and Test.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.2 Ultrafit Run Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.1 Brake Pedal and Cowel Inspection Record.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.2 GP-12 forms cowl & pedal.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.3 Brake Pedal Inspection Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.1 Inspection & Testing Unload Accurate.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.2 Accurate Inspection defect tracking.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.1 AGS GM3000 Test Record.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.10 AGS Hino Bumper Returns RMA form for racks.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.11 Inspection & Testing Unload Hino 3 pc Bumpers.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.12 Hino 3 pc Bumpers Inspection defect tracking.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.2 AGS Approach shield GP-12 form.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.3 Inspection & Testing Unload Hino Bumpers.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.4 AGS Hino Run Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.5 AGS E-COAT Only Test Report.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.7 AGS Windsor GP-12 Form.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.8 New Hino Bumpers Grid Template 1172024.xlsx,Customer-specific variants after core baseline
02,Batch-02-Customer-Specific,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.9 Hino Bumpers Inspection GP12 data sheet 1162025.xlsx,Customer-specific variants after core baseline
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.08.20.2025.xlsx,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.xlsx,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 11 2024 scrap.pdf,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 7 2024.pdf,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_000.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_001.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_002.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_003.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_004.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_005.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_006.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_007.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_008.jpg,Scanned/archival evidence and non-tabular records
03,Batch-03-Scanned-and-Archive,8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.13 AGS 3 PC records/Boil test/01272026.jpeg,Scanned/archival evidence and non-tabular records
